Біграма;Частота
('г', 'п');0.00011539395096950815
('х', 'ш');0.00011539395096950815
('х', 'з');0.00011539395096950815
('г', 'с');0.00011539395096950815
('г', 'в');0.0001114148492119389
('ю', 'л');0.0001114148492119389
('э', 'р');0.0001114148492119389
('б', 'ь');0.0001114148492119389
('я', 'а');0.0001114148492119389
('т', 'ю');0.0001114148492119389
('б', 'х');0.00010743574745436966
('с', 'ш');0.00010743574745436966
('ж', 'к');0.00010743574745436966
('ц', 'в');0.00010743574745436966
('ю', 'м');0.00010345664569680041
('я', 'ю');0.00010345664569680041
('ь', 'ж');0.00010345664569680041
('ч', 'ш');0.00010345664569680041
('м', 'ж');0.00010345664569680041
('д', 'б');9.947754393923116e-05
('а', 'ц');9.947754393923116e-05
('р', 'з');9.947754393923116e-05
('я', 'ш');9.947754393923116e-05
('й', 'е');9.947754393923116e-05
('ь', 'х');9.947754393923116e-05
('ж', 'о');9.947754393923116e-05
('щ', 'н');9.947754393923116e-05
('п', 'п');9.947754393923116e-05
('т', 'ж');9.549844218166192e-05
('ш', 'т');9.549844218166192e-05
('э', 'к');9.549844218166192e-05
('т', 'х');9.151934042409267e-05
('н', 'ю');9.151934042409267e-05
('ю', 'р');9.151934042409267e-05
('е', 'ю');9.151934042409267e-05
('т', 'э');9.151934042409267e-05
('х', 'ж');9.151934042409267e-05
('м', 'х');8.754023866652341e-05
('р', 'ч');8.754023866652341e-05
('ф', 'е');8.754023866652341e-05
('у', 'й');8.754023866652341e-05
('ю', 'з');8.754023866652341e-05
('ф', 'л');8.754023866652341e-05
('щ', 'у');8.356113690895417e-05
('з', 'з');8.356113690895417e-05
('р', 'л');8.356113690895417e-05
('б', 'в');8.356113690895417e-05
('д', 'х');7.958203515138492e-05
('д', 'г');7.958203515138492e-05
('н', 'р');7.958203515138492e-05
('г', 'т');7.958203515138492e-05
('у', 'э');7.560293339381567e-05
('б', 'щ');7.560293339381567e-05
('й', 'ц');7.162383163624643e-05
('с', 'з');7.162383163624643e-05
('ф', 'з');7.162383163624643e-05
('з', 'ж');7.162383163624643e-05
('к', 'ю');6.764472987867718e-05
('ы', 'ж');6.764472987867718e-05
('ч', 'о');6.764472987867718e-05
('щ', 'ь');6.764472987867718e-05
('д', 'д');6.764472987867718e-05
('б', 'ш');6.764472987867718e-05
('ы', 'э');6.764472987867718e-05
('ы', 'а');6.764472987867718e-05
('ч', 'м');6.366562812110794e-05
('п', 'с');6.366562812110794e-05
('м', 'э');6.366562812110794e-05
('в', 'х');6.366562812110794e-05
('х', 'ч');5.96865263635387e-05
('к', 'э');5.96865263635387e-05
('т', 'ш');5.96865263635387e-05
('т', 'щ');5.96865263635387e-05
('к', 'ш');5.96865263635387e-05
('в', 'ж');5.96865263635387e-05
('ф', 'к');5.96865263635387e-05
('ь', 'ф');5.96865263635387e-05
('г', 'м');5.96865263635387e-05
('я', 'ц');5.96865263635387e-05
('д', 'м');5.570742460596945e-05
('г', 'ч');5.570742460596945e-05
('б', 'м');5.570742460596945e-05
('у', 'я');5.570742460596945e-05
('й', 'х');5.570742460596945e-05
('й', 'ф');5.1728322848400205e-05
('г', 'б');5.1728322848400205e-05
('б', 'т');5.1728322848400205e-05
('ц', 'п');5.1728322848400205e-05
('э', 'н');4.774922109083096e-05
('ф', 'м');4.774922109083096e-05
('м', 'ц');4.774922109083096e-05
('ф', 'д');4.774922109083096e-05
('ф', 'б');4.774922109083096e-05
('з', 'э');4.3770119333261706e-05
('д', 'ч');4.3770119333261706e-05
('л', 'э');4.3770119333261706e-05
('д', 'ж');4.3770119333261706e-05
('б', 'д');4.3770119333261706e-05
('ж', 'г');4.3770119333261706e-05
('к', 'х');4.3770119333261706e-05
('к', 'я');4.3770119333261706e-05
('з', 'ч');4.3770119333261706e-05
('е', 'ф');4.3770119333261706e-05
('ч', 'в');3.979101757569246e-05
('я', 'й');3.979101757569246e-05
('т', 'ф');3.979101757569246e-05
('ц', 'н');3.979101757569246e-05
('ю', 'й');3.979101757569246e-05
('х', 'х');3.979101757569246e-05
('ы', 'ф');3.979101757569246e-05
('ж', 'п');3.979101757569246e-05
('п', 'ч');3.979101757569246e-05
('п', 'в');3.979101757569246e-05
('в', 'ю');3.979101757569246e-05
('ц', 'с');3.979101757569246e-05
('э', 'в');3.979101757569246e-05
('ь', 'ц');3.979101757569246e-05
('у', 'ц');3.5811915818123214e-05
('н', 'л');3.5811915818123214e-05
('р', 'р');3.5811915818123214e-05
('с', 'э');3.5811915818123214e-05
('ю', 'а');3.5811915818123214e-05
('г', 'г');3.5811915818123214e-05
('ю', 'ю');3.5811915818123214e-05
('ж', 'т');3.5811915818123214e-05
('у', 'ф');3.5811915818123214e-05
('н', 'щ');3.5811915818123214e-05
('ю', 'ш');3.5811915818123214e-05
('н', 'м');3.183281406055397e-05
('ш', 'в');3.183281406055397e-05
('ь', 'щ');3.183281406055397e-05
('в', 'ц');3.183281406055397e-05
('б', 'э');3.183281406055397e-05
('ф', 'т');3.183281406055397e-05
('л', 'х');3.183281406055397e-05
('ы', 'я');3.183281406055397e-05
('й', 'ю');3.183281406055397e-05
('ц', 'т');3.183281406055397e-05
('ф', 'ч');3.183281406055397e-05
('ф', 'г');3.183281406055397e-05
('б', 'ж');3.183281406055397e-05
('ч', 'р');2.7853712302984726e-05
('ю', 'у');2.7853712302984726e-05
('м', 'ш');2.7853712302984726e-05
('ж', 'б');2.7853712302984726e-05
('л', 'щ');2.7853712302984726e-05
('б', 'б');2.7853712302984726e-05
('з', 'ц');2.7853712302984726e-05
('х', 'ц');2.7853712302984726e-05
('х', 'ф');2.387461054541548e-05
('я', 'ф');2.387461054541548e-05
('н', 'ф');2.387461054541548e-05
('х', 'я');2.387461054541548e-05
('л', 'ш');2.387461054541548e-05
('ц', 'к');2.387461054541548e-05
('б', 'г');2.387461054541548e-05
('г', 'з');2.387461054541548e-05
('й', 'я');2.387461054541548e-05
('ж', 'м');2.387461054541548e-05
('б', 'з');2.387461054541548e-05
('ю', 'х');2.387461054541548e-05
('м', 'ф');2.387461054541548e-05
('ч', 'л');2.387461054541548e-05
('з', 'ш');1.989550878784623e-05
('ф', 'ы');1.989550878784623e-05
('г', 'ш');1.989550878784623e-05
('ю', 'е');1.989550878784623e-05
('з', 'х');1.989550878784623e-05
('ж', 'с');1.989550878784623e-05
('й', 'э');1.989550878784623e-05
('к', 'ф');1.989550878784623e-05
('с', 'ц');1.5916407030276984e-05
('в', 'ф');1.5916407030276984e-05
('ж', 'л');1.5916407030276984e-05
('п', 'ь');1.5916407030276984e-05
('ж', 'в');1.5916407030276984e-05
('с', 'ф');1.5916407030276984e-05
('л', 'ф');1.5916407030276984e-05
('ы', 'щ');1.5916407030276984e-05
('х', 'э');1.5916407030276984e-05
('э', 'х');1.5916407030276984e-05
('ю', 'ф');1.5916407030276984e-05
('ч', 'з');1.5916407030276984e-05
('ц', 'л');1.5916407030276984e-05
('ц', 'з');1.193730527270774e-05
('п', 'м');1.193730527270774e-05
('ц', 'ч');1.193730527270774e-05
('ч', 'ф');1.193730527270774e-05
('э', 'г');1.193730527270774e-05
('э', 'п');1.193730527270774e-05
('п', 'ш');1.193730527270774e-05
('б', 'ч');1.193730527270774e-05
('р', 'ф');1.193730527270774e-05
('ш', 'с');1.193730527270774e-05
('ч', 'с');1.193730527270774e-05
('н', 'х');1.193730527270774e-05
('м', 'ю');1.193730527270774e-05
('к', 'ц');1.193730527270774e-05
('п', 'б');1.193730527270774e-05
('ц', 'д');1.193730527270774e-05
('ш', 'п');1.193730527270774e-05
('э', 'л');1.193730527270774e-05
('ж', 'ю');7.958203515138492e-06
('в', 'щ');7.958203515138492e-06
('н', 'э');7.958203515138492e-06
('ы', 'ц');7.958203515138492e-06
('р', 'э');7.958203515138492e-06
('х', 'ь');7.958203515138492e-06
('ф', 'я');7.958203515138492e-06
('ж', 'э');7.958203515138492e-06
('ж', 'ж');7.958203515138492e-06
('т', 'ц');7.958203515138492e-06
('ц', 'ж');7.958203515138492e-06
('ж', 'з');7.958203515138492e-06
('г', 'э');7.958203515138492e-06
('х', 'щ');7.958203515138492e-06
('п', 'г');7.958203515138492e-06
('ю', 'я');7.958203515138492e-06
('н', 'ш');7.958203515138492e-06
('ц', 'б');7.958203515138492e-06
('э', 'й');7.958203515138492e-06
('п', 'д');7.958203515138492e-06
('ш', 'д');7.958203515138492e-06
('б', 'ю');3.979101757569246e-06
('ч', 'п');3.979101757569246e-06
('ф', 'ю');3.979101757569246e-06
('ц', 'ю');3.979101757569246e-06
('ф', 'х');3.979101757569246e-06
('ф', 'ш');3.979101757569246e-06
('ц', 'р');3.979101757569246e-06
('б', 'ц');3.979101757569246e-06
('щ', 'п');3.979101757569246e-06
('ф', 'э');3.979101757569246e-06
('г', 'ц');3.979101757569246e-06
('ш', 'ц');3.979101757569246e-06
('ю', 'э');3.979101757569246e-06
('ф', 'ж');3.979101757569246e-06
('э', 'с');3.979101757569246e-06
('п', 'ц');3.979101757569246e-06
('й', 'щ');3.979101757569246e-06
