  	17898	0.012474
זפ	1	6.96952e-07
זץ	22	1.53329e-05
זצ	12	8.36342e-06
זק	15	1.04543e-05
זר	7	4.87866e-06
זש	67	4.66958e-05
זû	707	0.000492745
זü	10	6.96952e-06
ז‎	2	1.3939e-06
ז‏	92	6.41196e-05
זÿ	100	6.96952e-05
ח 	1438	0.00100222
חא	2128	0.00148311
חב	414	0.000288538
חג	1548	0.00107888
חד	113	7.87556e-05
חה	475	0.000331052
חו	1630	0.00113603
חז	15	1.04543e-05
חח	30	2.09086e-05
חט	1175	0.000818919
חי	195	0.000135906
חך	552	0.000384718
חכ	962	0.000670468
חל	959	0.000668377
חם	767	0.000534562
חמ	1504	0.00104822
חן	312	0.000217449
חנ	660	0.000459988
חס	435	0.000303174
חע	1018	0.000709497
חף	318	0.000221631
חפ	8	5.57562e-06
חץ	125	8.7119e-05
חצ	468	0.000326174
חק	316	0.000220237
חר	30	2.09086e-05
חש	154	0.000107331
חû	320	0.000223025
חü	177	0.000123361
ח‎	111	7.73617e-05
ח‏	69	4.80897e-05
חÿ	169	0.000117785
ט 	20329	0.0141683
טא	6218	0.00433365
טב	1720	0.00119876
טג	3204	0.00223303
טד	658	0.000458594
טה	1405	0.000979218
טו	8496	0.0059213
טז	192	0.000133815
טח	757	0.000527593
טט	6847	0.00477203
טי	310	0.000216055
טך	2072	0.00144408
טכ	1999	0.00139321
טל	2351	0.00163853
טם	5823	0.00405835
טמ	7178	0.00500272
טן	2963	0.00206507
טנ	1127	0.000785465
טס	4140	0.00288538
טע	4205	0.00293068
טף	2060	0.00143572
טפ	149	0.000103846
טץ	461	0.000321295
טצ	438	0.000305265
טק	738	0.000514351
טר	279	0.00019445
טש	15	1.04543e-05
טû	1056	0.000735981
טü	3617	0.00252088
ט‎	591	0.000411899
ט‏	23	1.60299e-05
טÿ	574	0.00040005
י 	118	8.22403e-05
יא	676	0.00047114
יב	442	0.000308053
יג	834	0.000581258
יד	355	0.000247418
יה	515	0.00035893
יו	864	0.000602167
יז	247	0.000172147
יח	234	0.000163087
יט	1361	0.000948552
יך	979	0.000682316
יכ	201	0.000140087
יל	579	0.000403535
ים	945	0.00065862
ימ	1082	0.000754102
ין	1321	0.000920674
ינ	622	0.000433504
יס	1149	0.000800798
יע	1432	0.000998035
יף	363	0.000252994
יפ	128	8.92099e-05
יץ	66	4.59988e-05
יצ	145	0.000101058
יק	262	0.000182601
יר	54	3.76354e-05
יש	4	2.78781e-06
יû	342	0.000238358
י‎	164	0.0001143
י‏	15	1.04543e-05
יÿ	167	0.000116391
ך 	5401	0.00376424
ךא	1069	0.000745042
ךב	257	0.000179117
ךג	1427	0.000994551
ךד	1737	0.00121061
ךה	218	0.000151936
ךו	2187	0.00152423
ךז	574	0.00040005
ךח	1063	0.00074086
ךט	1224	0.000853069
ךי	1952	0.00136045
ךך	2281	0.00158975
ךכ	1378	0.0009604
ךל	2079	0.00144896
ךם	2227	0.00155211
ךמ	1384	0.000964582
ךן	546	0.000380536
ךנ	703	0.000489957
ךס	785	0.000547107
ךע	2371	0.00165247
ךף	631	0.000439777
ךפ	31	2.16055e-05
ךץ	1024	0.000713679
ךצ	60	4.18171e-05
ךק	315	0.00021954
ךר	73	5.08775e-05
ךש	7	4.87866e-06
ךû	249	0.000173541
ךü	3	2.09086e-06
ך‎	176	0.000122664
ך‏	737	0.000513654
ךÿ	576	0.000401444
כ 	11130	0.00775708
כא	455	0.000317113
כב	1103	0.000768738
כג	2334	0.00162669
כד	1240	0.00086422
כה	2379	0.00165805
כו	1950	0.00135906
כז	928	0.000646771
כח	1001	0.000697649
כט	735	0.00051226
כי	635	0.000442565
כך	3276	0.00228321
ככ	448	0.000312235
כל	1195	0.000832858
כם	7111	0.00495603
כמ	866	0.00060356
כן	506	0.000352658
כנ	270	0.000188177
כס	3662	0.00255224
כע	2596	0.00180929
כף	181	0.000126148
כפ	38	2.64842e-05
כץ	256	0.00017842
כצ	495	0.000344991
כק	2326	0.00162111
כר	1779	0.00123988
כש	92	6.41196e-05
כû	64	4.46049e-05
כü	2	1.3939e-06
כ‎	68	4.73927e-05
כ‏	463	0.000322689
כÿ	960	0.000669074
ל 	7211	0.00502572
לא	458	0.000319204
לב	569	0.000396566
לג	1062	0.000740163
לד	1263	0.00088025
לה	811	0.000565228
לו	2081	0.00145036
לז	1630	0.00113603
לח	288	0.000200722
לט	1213	0.000845403
לי	364	0.000253691
לך	793	0.000552683
לכ	1596	0.00111234
לל	1298	0.000904644
לם	5153	0.00359139
למ	1754	0.00122245
לן	1102	0.000768041
לנ	2243	0.00156326
לס	2777	0.00193544
לע	1949	0.00135836
לף	415	0.000289235
לפ	77	5.36653e-05
לץ	353	0.000246024
לצ	616	0.000429322
לק	1002	0.000698346
לר	373	0.000259963
לש	288	0.000200722
לû	206	0.000143572
ל‎	184	0.000128239
ל‏	391	0.000272508
לÿ	507	0.000353355
ם 	17940	0.0125033
םא	1189	0.000828676
םב	662	0.000461382
םג	2611	0.00181974
םד	2299	0.00160229
םה	1150	0.000801495
םו	7199	0.00501736
םז	596	0.000415383
םח	1238	0.000862827
םט	2654	0.00184971
םי	4139	0.00288468
םך	2684	0.00187062
םכ	1827	0.00127333
םל	4953	0.003452
םם	1694	0.00118064
םמ	4615	0.00321643
םן	1148	0.000800101
םנ	2201	0.00153399
םס	4453	0.00310353
םע	3096	0.00215776
םף	716	0.000499018
םפ	43	2.99689e-05
םץ	2049	0.00142805
םצ	1239	0.000863524
םק	2091	0.00145733
םר	2766	0.00192777
םש	21	1.4636e-05
םû	1867	0.00130121
ם‎	50	3.48476e-05
ם‏	1594	0.00111094
םÿ	3813	0.00265748
מ 	17280	0.0120433
מא	7817	0.00544807
מב	2303	0.00160508
מג	4263	0.00297111
מד	1632	0.00113743
מה	4215	0.00293765
מו	9591	0.00668447
מז	1252	0.000872584
מח	1349	0.000940188
מט	10831	0.00754869
מי	377	0.000262751
מך	2383	0.00166084
מכ	3031	0.00211246
מל	2481	0.00172914
מם	10123	0.00705525
ממ	17779	0.0123911
מן	3627	0.00252784
מנ	5043	0.00351473
מס	4764	0.00332028
מע	8287	0.00577564
מף	5749	0.00400678
מפ	204	0.000142178
מץ	885	0.000616803
מצ	566	0.000394475
מק	2065	0.00143921
מר	119	8.29373e-05
מש	893	0.000622378
מû	4022	0.00280314
מü	6264	0.00436571
מ‎	635	0.000442565
מ‏	353	0.000246024
מÿ	1957	0.00136394
ן 	844	0.000588228
ןא	1557	0.00108515
ןב	429	0.000298992
ןג	484	0.000337325
ןד	312	0.000217449
ןה	1665	0.00116043
ןו	2677	0.00186574
ןז	58	4.04232e-05
ןח	334	0.000232782
ןט	3453	0.00240658
ןי	142	9.89672e-05
ןך	627	0.000436989
ןכ	2702	0.00188316
ןל	549	0.000382627
ןם	950	0.000662104
ןמ	4255	0.00296553
ןן	299	0.000208389
ןנ	3418	0.00238218
ןס	2486	0.00173262
ןע	1813	0.00126357
ןף	128	8.92099e-05
ןפ	4	2.78781e-06
ןץ	359	0.000250206
ןצ	107	7.45739e-05
ןק	701	0.000488563
ןר	105	7.318e-05
ןש	57	3.97263e-05
ןû	128	8.92099e-05
ן‎	109	7.59678e-05
ן‏	65	4.53019e-05
ןÿ	332	0.000231388
נ 	2687	0.00187271
נא	2527	0.0017612
נב	1980	0.00137996
נג	3894	0.00271393
נד	1683	0.00117297
נה	5378	0.00374821
נו	2494	0.0017382
נז	1485	0.00103497
נח	3317	0.00231179
נט	2558	0.0017828
ני	1269	0.000884432
נך	1668	0.00116252
נכ	1214	0.0008461
נל	2434	0.00169638
נם	3978	0.00277248
נמ	1232	0.000858645
נן	1053	0.00073389
ננ	309	0.000215358
נס	4002	0.0027892
נע	4390	0.00305962
נף	573	0.000399354
נפ	332	0.000231388
נץ	791	0.000551289
נצ	297	0.000206995
נק	701	0.000488563
נר	1075	0.000749223
נש	256	0.00017842
נû	558	0.000388899
נü	39	2.71811e-05
נ‎	37	2.57872e-05
נ‏	305	0.00021257
נÿ	842	0.000586834
ס 	8706	0.00606766
סא	5418	0.00377609
סב	2456	0.00171171
סג	7683	0.00535468
סד	964	0.000671862
סה	1983	0.00138206
סו	4187	0.00291814
סז	173	0.000120573
סח	621	0.000432807
סט	6234	0.0043448
סי	339	0.000236267
סך	743	0.000517835
סכ	1773	0.0012357
סל	2932	0.00204346
סם	1140	0.000794525
סמ	10221	0.00712355
סן	507	0.000353355
סנ	2437	0.00169847
סס	1118	0.000779192
סע	1286	0.00089628
סף	2146	0.00149566
ספ	69	4.80897e-05
סץ	738	0.000514351
סצ	416	0.000289932
סק	357	0.000248812
סר	15	1.04543e-05
סש	447	0.000311538
סû	889	0.00061959
סü	1811	0.00126218
ס‎	144	0.000100361
ס‏	509	0.000354749
סÿ	571	0.00039796
ע 	18918	0.0131849
עא	2817	0.00196331
עב	1302	0.000907432
עג	3762	0.00262193
עד	2122	0.00147893
עה	665	0.000463473
עו	4323	0.00301292
עז	570	0.000397263
עח	305	0.00021257
עט	2957	0.00206089
עי	1247	0.000869099
עך	3806	0.0026526
עכ	6730	0.00469049
על	4090	0.00285053
עם	2545	0.00177374
עמ	4441	0.00309516
ען	2458	0.00171311
ענ	5705	0.00397611
עס	2790	0.0019445
עע	3707	0.0025836
עף	1314	0.000915795
עפ	67	4.66958e-05
עץ	1025	0.000714376
עצ	152	0.000105937
עק	2144	0.00149427
ער	81	5.64531e-05
עש	34	2.36964e-05
עû	480	0.000334537
עü	1	6.96952e-07
ע‎	234	0.000163087
ע‏	779	0.000542926
עÿ	3691	0.00257245
ף 	2602	0.00181347
ףא	3925	0.00273554
ףב	218	0.000151936
ףג	582	0.000405626
ףד	277	0.000193056
ףה	542	0.000377748
ףו	3911	0.00272578
ףז	318	0.000221631
ףח	351	0.00024463
ףט	2841	0.00198004
ףך	570	0.000397263
ףכ	590	0.000411202
ףל	434	0.000302477
ףם	1941	0.00135278
ףמ	2139	0.00149078
ףן	972	0.000677437
ףנ	835	0.000581955
ףס	1241	0.000864917
ףע	1568	0.00109282
ףף	801	0.000558259
ףפ	42	2.9272e-05
ףץ	42	2.9272e-05
ףצ	38	2.64842e-05
ףק	429	0.000298992
ףר	328	0.0002286
ףש	309	0.000215358
ףû	371	0.000258569
ףü	1271	0.000885826
ף‎	134	9.33916e-05
ף‏	14	9.75733e-06
ףÿ	238	0.000165875
פ 	70	4.87866e-05
פא	306	0.000213267
פב	27	1.88177e-05
פג	16	1.11512e-05
פד	17	1.18482e-05
פה	42	2.9272e-05
פו	19	1.32421e-05
פח	141	9.82702e-05
פט	41	2.8575e-05
פי	5	3.48476e-06
פך	207	0.000144269
פכ	72	5.01805e-05
פל	12	8.36342e-06
פם	159	0.000110815
פמ	311	0.000216752
פן	2	1.3939e-06
פנ	338	0.00023557
פס	131	9.13007e-05
פע	15	1.04543e-05
פף	1	6.96952e-07
פפ	1	6.96952e-07
פץ	3	2.09086e-06
פצ	47	3.27567e-05
פק	17	1.18482e-05
פר	5	3.48476e-06
פû	2	1.3939e-06
פ‏	2	1.3939e-06
פÿ	6	4.18171e-06
ץ 	352	0.000245327
ץא	647	0.000450928
ץב	225	0.000156814
ץג	637	0.000443958
ץד	357	0.000248812
ץה	1616	0.00112627
ץו	241	0.000167965
ץז	178	0.000124057
ץח	317	0.000220934
ץט	631	0.000439777
ץי	20	1.3939e-05
ץך	363	0.000252994
ץכ	381	0.000265539
ץל	362	0.000252297
ץם	773	0.000538744
ץמ	654	0.000455807
ץן	965	0.000672559
ץנ	630	0.00043908
ץס	907	0.000632135
ץע	762	0.000531077
ץף	197	0.0001373
ץפ	79	5.50592e-05
ץץ	37	2.57872e-05
ץצ	65	4.53019e-05
ץק	219	0.000152632
ץר	49	3.41506e-05
ץש	7	4.87866e-06
ץû	22	1.53329e-05
ץ‎	123	8.57251e-05
ץ‏	32	2.23025e-05
ץÿ	147	0.000102452
צ 	665	0.000463473
צא	494	0.000344294
צב	9	6.27257e-06
צג	335	0.000233479
צד	20	1.3939e-05
צה	16	1.11512e-05
צו	180	0.000125451
צז	3	2.09086e-06
צח	82	5.71501e-05
צט	956	0.000666286
צי	152	0.000105937
צך	29	2.02116e-05
צכ	695	0.000484382
צל	182	0.000126845
צם	493	0.000343597
צמ	1012	0.000705315
צן	271	0.000188874
צנ	124	8.6422e-05
צס	81	5.64531e-05
צע	78	5.43623e-05
צף	17	1.18482e-05
צפ	52	3.62415e-05
צץ	28	1.95147e-05
צק	7	4.87866e-06
צû	1	6.96952e-07
צü	1	6.96952e-07
צ‎	5	3.48476e-06
צ‏	197	0.0001373
צÿ	372	0.000259266
ק 	574	0.00040005
קא	123	8.57251e-05
קב	17	1.18482e-05
קג	557	0.000388202
קד	275	0.000191662
קה	63	4.3908e-05
קו	1074	0.000748526
קז	80	5.57562e-05
קח	35	2.43933e-05
קט	389	0.000271114
קי	305	0.00021257
קך	109	7.59678e-05
קכ	1447	0.00100849
קל	759	0.000528987
קם	1782	0.00124197
קמ	5156	0.00359348
קן	11	7.66647e-06
קנ	375	0.000261357
קס	3410	0.00237661
קע	1647	0.00114788
קף	117	8.15434e-05
קפ	1	6.96952e-07
קץ	113	7.87556e-05
קצ	4	2.78781e-06
קק	11	7.66647e-06
קר	24	1.67268e-05
קש	52	3.62415e-05
קû	298	0.000207692
ק‏	86	5.99379e-05
קÿ	198	0.000137996
ר 	1671	0.00116461
רא	108	7.52708e-05
רב	101	7.03922e-05
רג	211	0.000147057
רד	550	0.000383324
רה	57	3.97263e-05
רו	792	0.000551986
רז	2	1.3939e-06
רח	8	5.57562e-06
רט	275	0.000191662
רי	766	0.000533865
רך	29	2.02116e-05
רכ	299	0.000208389
רל	639	0.000445352
רם	1388	0.000967369
רמ	552	0.000384718
רן	60	4.18171e-05
רנ	236	0.000164481
רס	133	9.26946e-05
רע	383	0.000266933
רף	121	8.43312e-05
רפ	10	6.96952e-06
רץ	591	0.000411899
רצ	4	2.78781e-06
רק	9	6.27257e-06
רר	4	2.78781e-06
רש	3	2.09086e-06
רû	64	4.46049e-05
ר‎	2	1.3939e-06
ר‏	243	0.000169359
רÿ	178	0.000124057
ש 	960	0.000669074
שא	2	1.3939e-06
שב	10	6.96952e-06
שג	20	1.3939e-05
שד	226	0.000157511
שה	42	2.9272e-05
שו	469	0.000326871
שז	1	6.96952e-07
שח	2	1.3939e-06
שט	10	6.96952e-06
שי	387	0.00026972
שך	57	3.97263e-05
שכ	68	4.73927e-05
של	351	0.00024463
שם	399	0.000278084
שמ	95	6.62104e-05
שן	26	1.81208e-05
שנ	14	9.75733e-06
שס	619	0.000431413
שע	227	0.000158208
שף	2	1.3939e-06
שפ	1	6.96952e-07
שץ	274	0.000190965
שצ	1	6.96952e-07
שק	13	9.06038e-06
שר	1	6.96952e-07
שש	54	3.76354e-05
שû	18	1.25451e-05
ש‎	2	1.3939e-06
ש‏	129	8.99068e-05
שÿ	103	7.17861e-05
û 	7594	0.00529265
ûא	2167	0.00151029
ûב	386	0.000269023
ûג	927	0.000646075
ûד	185	0.000128936
ûה	483	0.000336628
ûו	788	0.000549198
ûז	48	3.34537e-05
ûח	190	0.000132421
ûט	1924	0.00134094
ûך	571	0.00039796
ûכ	502	0.00034987
ûל	283	0.000197237
ûם	1217	0.000848191
ûמ	2314	0.00161275
ûן	888	0.000618893
ûנ	357	0.000248812
ûס	795	0.000554077
ûע	766	0.000533865
ûף	388	0.000270417
ûפ	46	3.20598e-05
ûץ	46	3.20598e-05
ûצ	20	1.3939e-05
ûק	174	0.00012127
ûר	133	9.26946e-05
ûש	2	1.3939e-06
ûû	121	8.43312e-05
ûü	409	0.000285053
û‎	187	0.00013033
û‏	14	9.75733e-06
ûÿ	277	0.000193056
ü 	818	0.000570107
üא	999	0.000696255
üב	446	0.000310841
üג	1460	0.00101755
üד	199	0.000138693
üה	617	0.000430019
üו	1549	0.00107958
üז	82	5.71501e-05
üח	361	0.0002516
üט	1461	0.00101825
üי	12	8.36342e-06
üך	741	0.000516441
üכ	169	0.000117785
üל	519	0.000361718
üם	1461	0.00101825
üמ	5790	0.00403535
üן	962	0.000670468
üנ	356	0.000248115
üס	1362	0.000949249
üע	1248	0.000869796
üף	1052	0.000733194
üפ	43	2.99689e-05
üץ	100	6.96952e-05
üצ	33	2.29994e-05
üק	520	0.000362415
üר	26	1.81208e-05
üש	7	4.87866e-06
üû	1296	0.00090325
ü‎	294	0.000204904
ü‏	9	6.27257e-06
üÿ	1494	0.00104125
‎ 	3	2.09086e-06
‎א	269	0.00018748
‎ב	3	2.09086e-06
‎ג	3	2.09086e-06
‎ד	3	2.09086e-06
‎ו	153	0.000106634
‎ח	10	6.96952e-06
‎ט	1232	0.000858645
‎ך	5	3.48476e-06
‎כ	1	6.96952e-07
‎ם	5	3.48476e-06
‎מ	3558	0.00247976
‎נ	1	6.96952e-07
‎ס	35	2.43933e-05
‎ע	34	2.36964e-05
‎ף	189	0.000131724
‎פ	5	3.48476e-06
‎צ	9	6.27257e-06
‎ר	1	6.96952e-07
‎ü	7	4.87866e-06
‎ÿ	1	6.96952e-07
‏ 	1085	0.000756193
‏א	556	0.000387505
‏ב	176	0.000122664
‏ג	411	0.000286447
‏ד	123	8.57251e-05
‏ה	159	0.000110815
‏ו	847	0.000590318
‏ז	72	5.01805e-05
‏ח	96	6.69074e-05
‏ט	1410	0.000982702
‏י	1	6.96952e-07
‏ך	229	0.000159602
‏כ	87	6.06348e-05
‏ל	186	0.000129633
‏ם	448	0.000312235
‏מ	591	0.000411899
‏ן	454	0.000316416
‏נ	264	0.000183995
‏ס	807	0.00056244
‏ע	212	0.000147754
‏ף	177	0.000123361
‏פ	44	3.06659e-05
‏ץ	87	6.06348e-05
‏צ	33	2.29994e-05
‏ק	132	9.19977e-05
‏ר	15	1.04543e-05
‏ש	2	1.3939e-06
‏û	114	7.94525e-05
‏ü	121	8.43312e-05
‏‎	76	5.29684e-05
‏‏	6	4.18171e-06
‏ÿ	130	9.06038e-05
ÿ 	1611	0.00112279
ÿא	987	0.000687892
ÿב	608	0.000423747
ÿג	1678	0.00116949
ÿד	271	0.000188874
ÿה	539	0.000375657
ÿו	1245	0.000867705
ÿז	97	6.76043e-05
ÿח	307	0.000213964
ÿט	2548	0.00177583
ÿך	844	0.000588228
ÿכ	908	0.000632832
ÿל	509	0.000354749
ÿם	2408	0.00167826
ÿמ	1819	0.00126776
ÿן	1388	0.000967369
ÿנ	546	0.000380536
ÿס	1697	0.00118273
ÿע	1804	0.0012573
ÿף	428	0.000298295
ÿפ	66	4.59988e-05
ÿץ	65	4.53019e-05
ÿצ	66	4.59988e-05
ÿק	386	0.000269023
ÿר	66	4.59988e-05
ÿש	69	4.80897e-05
ÿû	311	0.000216752
ÿü	887	0.000618196
ÿ‎	339	0.000236267
ÿ‏	9	6.27257e-06
ÿÿ	166	0.000115694
